Agent	Network	Start_Date	End_Date	Percent_Complete	Name	Lat(dec_deg)	Long(dec_deg)
5168	I48902	01-May-1962	30-Apr-1967	50	Cascade Creek 1	-44.9	168.083
2915	D96151	01-Oct-1965	31-Mar-1967	100	Te Haroto	-39.117	176.583
1031	A53061	01-Sep-1952	31-Mar-1967	90	Oruaiti	-35.017	173.65
1190	A53882	01-Mar-1964	31-Jan-1967	100	Waihue	-35.854	173.852
3221	E05272	01-Jan-1959	31-Dec-1966	100	Ashhurst 2	-40.267	175.733
4671	H3137A	01-Jan-1963	31-Dec-1966	100	Thirteen Mile Bush	-43.392	171.789
4518	H2199A	01-Jan-1963	31-Dec-1966	100	Waimakariri @ Bull Creek	-42.902	171.971
3579	E94761	01-Jul-1926	31-Dec-1966	100	Waverly,Mataimoana	-39.767	174.6
5130	I40941	01-Sep-1957	31-Dec-1966	90	Loch Lomond	-44.95	170.483
4645	H3116A	01-Jan-1963	31-Dec-1966	90	Mount Enys	-43.183	171.683
4789	H3200A	01-Jan-1960	31-Dec-1966	90	Nigger Stream	-43	172.033
4534	H2292A	01-Jan-1960	31-Dec-1966	90	Okuku	-42.967	172.283
4293	G13405	01-Sep-1962	31-Dec-1966	90	Wairoa Gorge No 2	-41.483	173.083
5766	I68131	01-Aug-1930	31-Dec-1966	90	Winton	-46.183	168.333
2247	C85741	01-Mar-1962	31-Dec-1966	50	Mangakahu Vly M.W.D.	-38.764	175.43
2216	C85371	01-Jan-1949	30-Nov-1966	100	Mangakino	-38.367	175.767
3162	E05041	01-Jun-1947	30-Nov-1966	100	Marton,M.A.F.	-40.081	175.389
2628	D15141	01-Jan-1944	30-Nov-1966	100	Morrisons Bush	-41.15	175.467
3295	E05710	01-Aug-1939	31-Oct-1966	100	Otaki Beach	-40.733	175.117
1657	B76922	01-May-1962	31-Oct-1966	100	Te Pu	-37.983	176.2
1584	B75771	01-Jan-1958	31-Oct-1966	100	Waharoa	-37.767	175.767
2356	C95151	01-Jan-1954	31-Oct-1966	90	Taurewa Lookout	-39.117	175.55
2576	D06602	01-Feb-1958	31-Oct-1966	80	Tiraumea	-40.633	176.05
4091	F39663	01-Jan-1961	30-Sep-1966	100	Bruce Bay Po	-43.6	169.6
1714	B85081	01-May-1950	30-Sep-1966	100	Tirau,Aliscroft	-38	175.8
6152	J94000	01-Jan-1959	30-Sep-1966	100	Tuamotu, Makatea	-15.817	-148.267
5297	I50212	01-Jan-1925	30-Sep-1966	100	Waipiata 2	-45.239	170.145
3499	E93381	01-Jun-1963	30-Sep-1966	80	Oaonui	-39.383	173.867
4100	F39931	01-May-1955	31-Aug-1966	100	Haast,Roaring Billy	-43.933	169.3
3018	D96681	01-Jan-1892	31-Aug-1966	100	Hastings	-39.633	176.845
3963	F21542	01-Mar-1948	31-Jul-1966	100	Moana 2	-42.583	171.467
2420	D05775	01-Nov-1948	30-Jun-1966	100	Takitaki	-40.783	175.767
2870	D88122	01-Aug-1950	30-Jun-1966	70	Pauariki Stn	-38.15	178.267
4539	H22934	01-Nov-1965	31-May-1966	100	Mt Virginia 2	-42.917	172.35
5829	I68631	01-Mar-1935	31-Mar-1966	100	Bluff Reservoir	-46.6	168.333
1210	A54412	01-Jan-1965	31-Mar-1966	100	Kawakawa,Pakarua Rd	-35.4	174.117
1296	A54822	01-Feb-1953	31-Mar-1966	100	Maungakaramea	-35.833	174.2
1335	A64222	01-Jul-1961	31-Mar-1966	100	Tinopai	-36.25	174.25
3887	F12861	01-Jan-1952	31-Mar-1966	90	Lake Rotoroa M.W.D.	-41.796	172.593
5143	I47991	01-Dec-1927	31-Mar-1966	40	Glade House 3	-44.933	167.933
5213	I49601	01-Aug-1952	28-Feb-1966	100	Glendhu Station	-44.667	169
3419	E14291	01-Jun-1947	28-Feb-1966	100	Lower Hutt, Hutt Golf Club	-41.217	174.9
4208	G12794	01-Apr-1965	28-Feb-1966	90	Rainbow	-41.783	172.95
4529	H22831	01-Dec-1947	28-Feb-1966	80	Eskhead	-42.817	172.317
2007	C74291	01-Jan-1951	31-Jan-1966	100	Tuakau	-37.25	174.933
5273	I50091	01-Jan-1867	31-Jan-1966	90	Oamaru	-45.083	170.983
3404	E1429A	01-Jan-1964	31-Dec-1965	100	Lower Hutt 2	-41.233	174.9
2765	D87484	01-Jan-1959	31-Dec-1965	100	Puha 3	-38.4	177.833
4635	H3102A	01-Jan-1963	31-Dec-1965	100	Stewart River	-43.067	171.267
2539	D06234	01-Jan-1961	31-Dec-1965	100	Te Uri	-40.2	176.317
2022	C74791	01-Aug-1952	31-Dec-1965	100	Waingaro	-37.7	174.99
4957	H33011	01-Jan-1953	31-Dec-1965	90	Happy Valley	-43	173.1
2857	D88002	01-Jan-1954	31-Dec-1965	90	Huiarua Stn	-38.083	178.05
3286	E05631	01-Jan-1935	31-Dec-1965	90	Levin,Cambridge St	-40.6	175.3
4511	H21871	01-Jan-1960	31-Dec-1965	70	Poulter	-42.867	171.767
5520	I58972	01-Sep-1960	31-Dec-1965	70	Riversdale	-45.903	168.74
5759	I68093	01-Jan-1907	30-Nov-1965	100	East Gore	-46.09	168.954
6362	V77561	01-Jan-1935	30-Nov-1965	100	Nailaga - Ba	-17.5	177.667
4202	G12681	01-Sep-1947	31-Oct-1965	100	Kikiwa	-41.65	172.85
5907	I69611	01-Oct-1949	31-Oct-1965	100	Waikawa	-46.633	169.133
1787	B86281	01-Dec-1952	31-Oct-1965	100	Waiohau North	-38.233	176.833
4467	G23151	01-Jan-1948	30-Sep-1965	100	Bluff Station	-42.15	173.517
3235	E05360	01-May-1964	30-Sep-1965	90	Palmerston North 2	-40.367	175.617
1715	B85082	01-Aug-1964	30-Sep-1965	20	Pinedale Village	-38.067	175.817
5707	I60202	01-Jan-1961	31-Aug-1965	100	Cook Rock	-46.2	170.083
2868	D88111	01-Jan-1922	31-Aug-1965	100	Mangatarata Stn	-38.1	178.133
5256	I50011	01-Apr-1896	31-Aug-1965	90	Naseby	-45.033	170.15
4931	H32803	01-Nov-1960	31-Jul-1965	100	Caledon Overdale	-43.8	172.017
2986	D96521	01-Feb-1959	30-Jun-1965	100	Pohokura Outstation	-39.517	176.233
4918	H32752	01-Dec-1956	30-Jun-1965	40	Lake Ellesmere, Greenpark Huts	-43.733	172.517
4122	F48271	01-Dec-1964	30-Apr-1965	100	Donald Airstrip	-44.233	168.75
1791	B86311	01-Aug-1947	30-Apr-1965	100	Larch Braes	-38.317	176.167
1017	A43911	01-Feb-1962	30-Apr-1965	90	Selwyn Swamp	-34.917	173.167
4252	G13262	01-Sep-1956	31-Mar-1965	100	Canvastown	-41.283	173.667
5114	I40621	01-May-1948	31-Mar-1965	100	Garguston	-44.633	170.283
5531	I59061	01-Oct-1942	31-Mar-1965	100	Lauder	-45.05	169.683
4783	H31981	01-Sep-1943	31-Mar-1965	90	Ashburton Aero	-43.9	171.8
2387	D05483	01-Mar-1964	31-Mar-1965	90	Pahiatua 2	-40.467	175.833
4728	H31703	01-May-1952	31-Mar-1965	80	Ben Mcleod Stn	-43.7	171
4072	F3100A	01-Jan-1965	28-Feb-1965	100	Hokitika @ Rapid Creek	-43.013	171.008
37939	F20795	01-Aug-1943	28-Feb-1965	100	Hokitika Southside	-42.729	170.96
4974	H40072	01-Jan-1918	28-Feb-1965	100	Horwell Downs	-44.033	170.717
1694	B77862	01-Nov-1963	28-Feb-1965	100	Houpoto	-37.867	177.633
3215	E05253	01-Jun-1963	28-Feb-1965	90	Feilding Denbigh St	-40.233	175.567
2540	D06241	01-Nov-1949	28-Feb-1965	80	Porangahau, Birch Hill	-40.25	176.467
1795	B86321	01-Jan-1952	31-Jan-1965	100	Waikite Farm	-38.333	176.233
1411	A64771	01-Jan-1912	31-Jan-1965	80	Lake Pupuke	-36.783	174.767
5822	I68532	01-Jul-1963	31-Dec-1964	100	Greenhills	-46.567	168.317
2106	C75822	01-Jan-1963	31-Dec-1964	100	Hamilton 2	-37.8	175.283
3072	D96863	01-Jan-1958	31-Dec-1964	100	Otuarumia	-39.8	176.617
4813	H32231	01-Oct-1955	31-Dec-1964	100	Rangiora B	-43.3	172.386
2538	D06233	01-Jul-1956	31-Dec-1964	100	Te Uri,Rata Farm	-40.271	176.379
2235	C85641	01-Feb-1962	31-Dec-1964	100	Waimiha M.W.D.	-38.617	175.417
4640	H3107A	01-Jan-1955	31-Dec-1964	90	Grasmere	-43.05	171.733
1102	A53381	01-Apr-1956	31-Dec-1964	90	Okaihau	-35.316	173.79
5036	H40782	01-Jan-1925	31-Dec-1964	50	Waihao Downs	-44.783	170.867
4940	H32872	01-Jan-1958	31-Dec-1964	40	Te Oka	-43.817	172.783
3199	E05183	01-May-1947	30-Nov-1964	100	Awahou	-40.183	175.833
1637	B76821	01-Jan-1950	30-Nov-1964	100	Ngaupari	-37.817	176.283
4359	G13711	01-Apr-1963	30-Nov-1964	90	The Wash	-41.7	173.117
1853	B86691	01-Oct-1945	30-Nov-1964	70	Ruatahuna	-38.617	176.95
4029	F22411	01-Jun-1964	31-Oct-1964	100	Blue Grey	-42.4	172.133
3135	D97102	01-Jan-1962	31-Oct-1964	100	Putorino No 2	-39.133	177
4815	H32241	01-Jan-1948	31-Oct-1964	90	Mt Thomas	-43.233	172.433
5704	I60111	01-Jan-1958	31-Oct-1964	60	Akatore	-46.163	170.151
1880	B87052	01-Dec-1960	31-Oct-1964	60	Hermansons Homestead	-38.067	177.583
3908	F20792	01-Apr-1940	30-Sep-1964	100	Rimu	-42.767	170.983
2345	C95083	01-Jan-1964	30-Sep-1964	100	Turangi M.W.D.	-39.017	175.8
3568	E94641	01-Jan-1955	30-Sep-1964	90	Alton	-39.667	174.45
3107	D96981	01-Nov-1949	31-Aug-1964	100	Brooklands	-39.917	176.833
5064	H41152	01-May-1962	31-Aug-1964	100	Coldstream No 2	-44.15	171.567
1872	B87021	01-Jun-1927	31-Aug-1964	100	Huntress Creek	-38	177.25
5227	I49731	01-Jan-1949	31-Aug-1964	100	Lagoon Valley	-44.7	169.3
3972	F21621	01-Apr-1946	31-Aug-1964	90	Taramakau	-42.683	171.25
3280	E05625	01-Jun-1964	31-Jul-1964	100	Ohau 2	-40.667	175.25
4831	H32371	01-Feb-1955	31-Jul-1964	100	Woodend 1	-43.333	172.7
5750	I68021	01-May-1949	31-Jul-1964	90	Rosedale South	-46.067	168.217
4004	F21901	01-Jan-1946	31-May-1964	100	Kowhitirangi	-42.917	171.067
3642	E95531	01-Jul-1950	31-May-1964	100	Omerei	-39.517	175.367
5737	I67164	01-Mar-1963	31-May-1964	100	Papatotara	-46.15	167.633
3882	F12841	01-Nov-1952	31-May-1964	100	Tutaki North	-41.817	172.483
5052	H41101	01-Oct-1947	31-May-1964	90	Beautiful Valley	-44.117	171.017
1593	B75872	01-Aug-1920	30-Apr-1964	60	Matamata,Calders Fm	-37.858	175.758
5048	H41042	01-Jul-1928	30-Apr-1964	0	Ealing	-44.033	171.417
1755	B86081	01-Jan-1954	31-Mar-1964	100	Ben View	-38.05	176.833
5222	I49681	01-Aug-1948	31-Mar-1964	100	Dunstan Peaks	-44.6	169.867
3708	E95882	01-Jul-1950	31-Mar-1964	100	Mangaweka	-39.817	175.8
3118	D97022	01-Jan-1954	29-Feb-1964	100	Ngamahanga Stn Wairoa	-39.017	177.2
3510	E94211	01-Mar-1962	29-Feb-1964	40	North Egmont Chalet	-39.267	174.1
2519	D06111	01-May-1963	31-Dec-1963	100	Dannevirke,Kotare	-40.133	176.117
3094	D96924	01-Jan-1958	31-Dec-1963	100	Farm Mill	-39.9	176.2
6021	J70500	01-Jan-1951	31-Dec-1963	100	Kiribati, Gardiner Is	-4.667	-174.55
6022	J71000	01-Jan-1953	31-Dec-1963	100	Kiribati, Hull Is	-4.5	-171.233
2044	C75016	01-Jan-1928	31-Dec-1963	100	Lilburnes	-37.083	175.15
4906	H32691	01-Apr-1944	31-Dec-1963	100	Little Akaloa, Fernhill	-43.683	172.983
1188	A53872	01-Jan-1958	31-Dec-1963	100	Maropiu	-35.817	173.733
5693	I60001	01-Aug-1957	31-Dec-1963	100	Milburn	-46.083	170.017
3256	E05443	01-Jan-1962	31-Dec-1963	100	Opiki 2	-40.433	175.467
1110	A53451	01-Jan-1936	31-Dec-1963	100	Rawene,Otautu	-35.417	173.567
4402	G14211	01-Feb-1948	31-Dec-1963	100	Ruakaka Bay	-41.2	174.133
2130	C75961	01-Jan-1963	31-Dec-1963	100	Taotaoroa	-37.917	175.617
2995	D96582	01-Jan-1963	31-Dec-1963	100	Waiohiki	-39.567	176.833
5044	H41022	01-Jan-1936	31-Dec-1963	100	Wynwood	-44.067	171.217
2965	D96421	01-Mar-1959	31-Dec-1963	80	Timahunga	-39.433	176.233
4421	G14712	01-Apr-1950	31-Dec-1963	70	Grassmere 2	-41.75	174.117
5736	I67163	01-Jan-1962	31-Dec-1963	70	Te Tua 2	-46.183	167.667
3843	F12172	01-Feb-1958	30-Nov-1963	100	Asbestos Mine	-41.123	172.699
3674	E95711	01-Apr-1963	30-Nov-1963	90	Atene	-39.717	175.133
4286	G13381	01-Aug-1949	31-Oct-1963	90	Waikakaho	-41.383	173.85
1438	A64891	01-Jan-1954	31-Aug-1963	100	Motuihi Id	-36.8	174.933
2436	D05852	01-Jan-1946	31-Jul-1963	100	Matahiwi Stn	-40.883	175.583
4229	G13192	01-Jul-1951	31-Jul-1963	100	Nikau Bay	-41.167	173.9
1750	B86052	01-Jun-1957	30-Jun-1963	100	Lake Rotoma 2	-38.067	176.583
5487	I58641	01-Apr-1949	30-Jun-1963	90	Lowther	-45.683	168.417
5228	I49732	01-Nov-1953	30-Jun-1963	80	Willowbank	-44.783	169.317
2848	D87951	01-Apr-1960	31-May-1963	100	Mangapoike	-38.933	177.517
5231	I49751	01-May-1953	31-May-1963	100	Merrivale	-44.733	169.517
1302	A54841	01-Aug-1948	30-Apr-1963	90	Ruakaka 1	-35.867	174.417
3920	F21172	01-Jan-1948	30-Apr-1963	80	Mai Mai Two	-42.133	171.767
4368	G13771	01-Jan-1962	31-Mar-1963	100	Black Birch Summit	-41.755	173.777
1907	B87261	01-Jan-1961	31-Mar-1963	90	Waitangerua	-38.2	177.617
6175	K98400	01-Jan-1878	31-Mar-1963	80	Chatham I Po Radio	-43.95	-176.567
1859	B86751	01-Sep-1947	28-Feb-1963	100	Pukahunui	-38.737	176.514
5760	I68101	01-Sep-1894	28-Feb-1963	90	Otautau Po	-46.133	168
3260	E05454	01-Jan-1938	28-Feb-1963	90	Tokomaru	-40.483	175.517
4409	G14402	01-Jan-1961	28-Feb-1963	90	Tuamarina	-41.417	174
3279	E05624	01-Jan-1958	31-Jan-1963	100	Ohau Levin	-40.65	175.2
5916	J21700	01-Sep-1944	31-Jan-1963	90	Mariana Is, Guam	13.55	144.833
5917	J23200	01-Jan-1956	31-Jan-1963	90	Saipan, Mariana Is	15.117	145.733
5820	I68491	01-Apr-1951	31-Dec-1962	100	Glenham	-46.45	168.933
2338	C95051	01-Jan-1959	31-Dec-1962	100	Mangatepopo	-39.067	175.567
2475	D05967	01-Jan-1958	31-Dec-1962	100	Masterton 2	-40.95	175.65
1250	A54613	01-Dec-1904	31-Dec-1962	100	Ruatangata	-35.65	174.183
4358	G13701	01-Jan-1961	31-Dec-1962	100	Wash Bridge	-41.717	173.083
3427	E14299	01-Apr-1954	31-Dec-1962	100	Waterloo	-41.2	174.933
4055	F30232	01-Oct-1942	31-Dec-1962	100	Whataroa 1	-43.283	170.383
1622	B76714	01-Feb-1940	31-Dec-1962	90	Tauranga 2	-37.783	176.133
1428	A64872	01-Jan-1948	31-Oct-1962	100	Mechanics Bay	-36.849	174.787
4990	H40181	01-Jan-1896	31-Oct-1962	90	Lambrook	-44.1	170.85
3503	E93481	01-May-1889	31-Oct-1962	80	Opunake	-39.45	173.85
5547	I59171	01-Jan-1959	30-Sep-1962	100	Poolburn,Armstrong	-45.109	169.767
3019	D96682	01-Jun-1948	31-Aug-1962	100	Havelock Nth,Bewdley	-39.667	176.883
1306	A54852	01-Jan-1961	31-Jul-1962	100	Marsden Point	-35.833	174.5
2342	C95061	01-Jan-1959	31-Jul-1962	100	Otukou School	-39.033	175.65
2164	C84691	01-Aug-1919	31-Jul-1962	100	Te Matai Aria	-38.617	174.9
2864	D88032	01-Jan-1948	31-Jul-1962	100	Te Puia Springs 2	-38.05	178.317
4515	H21953	01-Jan-1960	31-Jul-1962	60	Avalanche Peak	-42.95	171.533
2524	D06151	01-Sep-1910	30-Jun-1962	100	Motuotaria	-40.15	176.55
1949	C64982	01-Jan-1961	31-May-1962	100	Auckland,Mt Wgtn	-36.917	174.833
5063	H41151	01-Jan-1948	31-May-1962	100	Coldstream	-44.15	171.533
2360	C95211	01-Jan-1962	31-May-1962	100	Ruatiti	-39.233	175.167
2831	D87801	01-Feb-1961	31-May-1962	100	Waireka Bush	-38.883	177.033
2522	D06141	01-Oct-1937	31-May-1962	90	Tourere	-40.117	176.417
2191	C85062	01-May-1961	30-Apr-1962	100	Puketurua No 2	-38.083	175.683
5726	I67082	01-Jan-1959	30-Apr-1962	90	Orawia	-46.05	167.8
3112	D97001	01-Jul-1928	30-Apr-1962	80	Kakariki	-39.067	177.033
1535	B75183	01-Sep-1958	30-Apr-1962	30	Tairua Forest Lookout	-37.167	175.817
2583	D06722	01-Jan-1940	31-Mar-1962	90	Pongaroa,No Totara	-40.717	176.25
5290	I50183	01-Jan-1961	28-Feb-1962	90	Waimotu	-45.183	170.8
3129	D97072	01-Mar-1934	31-Jan-1962	100	Nuhaka School	-39.033	177.75
4634	H30982	01-Jan-1954	31-Dec-1961	100	Clayton Station	-43.917	170.883
5659	I59691	01-Jul-1936	31-Dec-1961	100	Deep Stream 1	-45.667	169.967
5597	I59331	01-Jun-1952	31-Dec-1961	100	Fruitlands	-45.333	169.3
2861	D88021	01-Jan-1914	31-Dec-1961	100	Puketiti	-38.033	178.217
2921	D96191	01-Sep-1924	31-Dec-1961	100	Putorino	-39.133	176.983
2554	D06323	01-Jan-1947	31-Dec-1961	90	Moen	-40.367	176.283
4767	H31922	01-Jan-1944	31-Dec-1961	80	Cracroft	-43.933	171.283
6023	J71100	01-Jan-1948	31-Dec-1961	80	Kiribati, Sydney Is	-4.45	-171.267
4978	H40091	01-Jun-1938	31-Dec-1961	80	Pussey	-44.05	170.933
2236	C85661	01-Jan-1958	31-Dec-1961	80	Waihaha	-38.683	175.683
4690	H31491	01-Feb-1945	30-Nov-1961	100	Glentunnel	-43.483	171.933
1091	A53351	01-Nov-1905	30-Sep-1961	80	Kohukohu	-35.367	173.55
5194	I49321	01-Jul-1924	31-Aug-1961	100	Makarora South	-44.3	169.2
2763	D87482	01-Jan-1913	31-Aug-1961	100	Te Karaka	-38.467	177.883
5485	I58622	01-Mar-1951	31-Aug-1961	90	West Dome	-45.633	168.233
3617	E95441	01-Aug-1907	31-Aug-1961	80	Ohakune Junction	-39.4	175.417
6332	V69681	01-Apr-1927	31-Jul-1961	100	Devo - Cakaudrove	-16.65	179.85
1840	B86601	01-Jan-1901	31-Jul-1961	90	Taupo P.O. 1	-38.683	176.083
5471	I58461	01-Jun-1908	31-Jul-1961	10	Garston 1	-45.467	168.683
4222	G13152	01-Jun-1956	30-Jun-1961	100	Whangamoa 1	-41.167	173.533
4088	F39581	01-Jan-1935	30-Jun-1961	90	Karangarua	-43.533	169.833
3023	D96686	01-Jan-1961	30-Apr-1961	100	Hastings 2	-39.65	176.867
2472	D05963	01-Dec-1947	30-Apr-1961	100	Masterton Aero 1	-40.967	175.633
4057	F30241	01-Sep-1949	30-Apr-1961	100	Te Taho	-43.217	170.433
2451	D05891	01-Jul-1949	30-Apr-1961	80	Bideford	-40.833	175.933
3819	F11871	01-Jan-1948	30-Apr-1961	70	Buller Gorge	-41.867	171.767
5523	I59011	01-Sep-1925	31-Mar-1961	100	Ripponvale	-45.05	169.15
2854	D87981	01-Jan-1923	31-Mar-1961	100	Sea View Stn	-38.917	177.883
4758	H31853	01-Jun-1955	31-Mar-1961	100	Valetta B	-43.867	171.567
4291	G13403	01-Oct-1955	31-Mar-1961	100	Wakefield,Marsden Fm	-41.4	173.05
5094	H41423	01-Jan-1902	28-Feb-1961	100	Timaru Reservoir	-44.417	171.217
5409	I57181	01-May-1949	28-Feb-1961	90	Te Anau 21 Miles	-45.183	167.883
5575	I59233	01-Apr-1951	28-Feb-1961	80	Conroys Gully	-45.267	169.3
3041	D96752	01-Jan-1933	31-Jan-1961	100	Hastings,Glencoe Stn	-39.7	176.55
4290	G13402	01-Jan-1948	31-Jan-1961	100	Wairoa Gorge	-41.483	173.083
4472	G23192	01-Jan-1951	31-Dec-1960	100	Clarence,Waipapa	-42.15	173.9
5702	I60101	01-Jan-1958	31-Dec-1960	100	Glenledi	-46.176	170.057
3024	D96687	01-Jan-1958	31-Dec-1960	100	Hastings,York Rd	-39.633	176.8
5287	I50173	01-Aug-1960	31-Dec-1960	100	Kanohi	-45.183	170.783
2700	D78723	01-Aug-1952	31-Dec-1960	100	Katoa	-37.75	178.233
4509	G24001	01-Jun-1954	31-Dec-1960	100	Kekerengu	-42	174
4733	H31735	01-Jan-1923	31-Dec-1960	100	Laggan	-43.783	171.367
3919	F21171	01-Jan-1959	31-Dec-1960	100	Mai Mai 1	-42.183	171.75
5966	J59201	01-Jan-1953	31-Dec-1960	100	New Cal, Chepenehe L.	-20.783	167.167
3071	D96862	01-Jan-1930	31-Dec-1960	100	Te Kura	-39.883	176.683
2268	C85972	01-Jan-1959	31-Dec-1960	100	Tokaanu 2	-38.967	175.767
2270	C85982	01-Jan-1959	31-Dec-1960	100	Turangi School	-38.983	175.817
5924	J35600	01-May-1954	31-Dec-1960	90	Caroline Is, Lelu	5.333	163.033
1641	B76831	01-Feb-1958	31-Dec-1960	90	Rangiuru School	-37.85	176.367
5910	J03000	01-Jan-1907	31-Dec-1960	90	Titi Island	27.083	142.183
4987	H40161	01-Nov-1956	31-Dec-1960	80	Burkes Pass	-44.117	170.633
1308	A54902	01-Jan-1939	31-Dec-1960	70	Okahu	-35.983	174.067
5882	I69371	01-Jan-1958	31-Dec-1960	70	Otanomomo	-46.295	169.71
5309	I50351	01-Jan-1915	31-Dec-1960	60	Shag Valley	-45.317	170.55
4790	H32031	01-Jan-1948	30-Nov-1960	100	Glenburn	-43.067	172.3
2894	D88411	01-Aug-1948	30-Nov-1960	90	Gisborne,Panikau Stn	-38.417	178.183
4676	H31411	01-Dec-1957	30-Nov-1960	90	Lake Heron Stn	-43.483	171.167
5883	I69372	01-Jul-1959	30-Nov-1960	90	Romahapa	-46.35	169.733
1743	B86030	01-Jan-1930	30-Nov-1960	50	Okere Falls	-38.033	176.35
3811	F11753	01-Jan-1893	31-Oct-1960	100	Westport Sig Stn	-41.733	171.583
2185	C85031	01-Jan-1921	31-Oct-1960	90	Te Awamutu	-38.017	175.317
2621	D15132	01-Mar-1940	30-Sep-1960	100	Waipoto	-41.133	175.367
5433	I57661	01-May-1949	30-Sep-1960	90	Redcliff	-45.667	167.683
5051	H41071	01-Jan-1935	31-Aug-1960	100	Ashton	-44.033	171.767
5340	I50732	01-Jun-1960	31-Aug-1960	100	Mt Allen	-45.733	170.333
3792	F02892	01-Jan-1957	31-Aug-1960	100	Totaranui	-40.823	173.002
1882	B87102	01-May-1950	31-Aug-1960	100	Waimana,Sunnydale	-38.117	177.05
1900	B87251	01-Jan-1920	31-Jul-1960	100	Motu,Te Miro	-38.25	177.567
5162	I48861	01-Jul-1949	31-Jul-1960	50	Skippers,Mt Aurum Stn	-44.844	168.681
1342	A64331	01-May-1959	30-Jun-1960	100	Takahe Creek	-36.317	174.367
3634	E95471	01-Jan-1958	31-May-1960	100	Waiouru Camp,M.W.D.	-39.467	175.7
1779	B86211	01-Jan-1947	30-Apr-1960	100	Dunromin Ngakuru	-38.283	176.183
4441	G22441	01-Dec-1947	30-Apr-1960	80	Bunny Flat	-42.433	172.4
5813	I68432	01-Jan-1940	31-Mar-1960	100	Invercargill 3	-46.411	168.344
3776	F02721	01-Jan-1936	31-Mar-1960	100	Kahurangi Point	-40.783	172.217
4929	H32801	01-Jan-1945	31-Mar-1960	100	Overdale	-43.8	172.033
3645	E95561	01-Sep-1947	31-Mar-1960	100	Waiouru,Rnzn	-39.533	175.683
2736	D87282	01-May-1950	31-Mar-1960	50	Te Weraroa Camp	-38.25	177.8
2470	D05961	01-Jan-1927	29-Feb-1960	100	Llandaff	-40.933	175.6
4099	F39831	01-Apr-1959	29-Feb-1960	100	Moeraki River	-43.833	169.333
4932	H32821	01-Jul-1896	29-Feb-1960	80	Southbridge	-43.817	172.25
5303	I50271	01-Dec-1958	31-Jan-1960	100	Herbert	-45.22	170.761
2770	D87491	01-Aug-1950	31-Jan-1960	100	Kanakanaia	-38.417	177.983
2167	C84771	01-Jan-1959	31-Dec-1959	100	Awakas	-38.717	174.7
3218	E05262	01-Mar-1912	31-Dec-1959	100	Colyton 2	-40.233	175.65
2836	D87832	01-Jan-1958	31-Dec-1959	100	Frasertown	-38.817	177.383
3166	E05045	01-Jan-1952	31-Dec-1959	100	Greystoke	-40.033	175.417
2096	C75721	01-Jan-1959	31-Dec-1959	100	Horsham Downs	-37.7	175.267
2668	D15332	01-Sep-1956	31-Dec-1959	100	Majuba	-41.383	175.383
3151	E05031	01-Mar-1943	31-Dec-1959	100	Marton 2	-40.067	175.367
5706	I60201	01-Jan-1959	31-Dec-1959	100	Toko Mouth	-46.217	170.033
3866	F12781	01-Oct-1947	31-Dec-1959	90	The Roundell	-41.783	172.883
5055	H41122	01-Jan-1946	31-Dec-1959	80	Speechleys Bridge	-44.117	171.2
2841	D87880	01-May-1954	31-Dec-1959	80	Wharerata Beach Loop	-38.833	177.867
5039	H40881	01-Jan-1946	31-Dec-1959	60	Stonewall	-44.817	170.833
2291	C94031	01-Jun-1951	30-Nov-1959	100	Urenui	-39	174.383
2905	D88512	01-Sep-1915	30-Nov-1959	80	Maungaorangi	-38.55	178.133
4910	H32711	01-Jan-1948	30-Nov-1959	70	Dunsandel B	-43.717	172.183
3655	E95601	01-Jan-1958	31-Oct-1959	100	Ahuiti	-39.617	175.017
1290	A54751	01-Jan-1958	31-Oct-1959	100	Pataua	-35.75	174.517
3833	F12081	01-Sep-1947	31-Oct-1959	100	Takaka Hill	-41.017	172.867
2850	D87961	01-Jan-1943	31-Oct-1959	100	Tangiwai Stn Wairoa	-38.95	177.6
2892	D88331	01-Jan-1893	31-Oct-1959	80	Tolaga Bay	-38.367	178.3
4761	H31874	01-Jun-1934	30-Sep-1959	100	Winchmore M.W.D.	-43.833	171.717
5508	I58851	01-Oct-1948	31-Aug-1959	70	Glenure Hill	-45.883	168.5
3421	E14293	01-Aug-1903	31-Jul-1959	90	Waiwhetu	-41.233	174.933
1972	C74191	01-Jan-1924	30-Jun-1959	100	Paerata	-37.15	174.89
4824	H32331	01-Jan-1945	31-May-1959	100	Horrelville	-43.383	172.317
2715	D78821	01-Jun-1955	31-May-1959	100	Titiraukena Station	-37.867	178.25
3481	E15106	01-Jan-1958	31-May-1959	100	U Hutt,Whakatiki St	-41.125	175.048
2144	C84281	01-Jan-1958	31-May-1959	100	Waratai	-38.2	174.8
1789	B86301	01-Feb-1935	30-Apr-1959	100	Upper Atiamuri	-38.367	176.05
4289	G13401	01-Dec-1933	30-Apr-1959	70	Wakefield School	-41.417	173.05
3809	F11751	01-Mar-1928	30-Apr-1959	60	Westport M.W.D.	-41.75	171.583
2210	C85312	01-Jan-1948	31-Mar-1959	40	Te Kuiti M.W.D.	-38.333	175.167
3565	E94591	01-Jan-1955	28-Feb-1959	100	Makakaho	-39.533	174.933
3501	E93391	01-Jun-1951	28-Feb-1959	100	Opua Road	-39.367	173.933
